0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.005,0.01,0.301,0.005,0.029,0.053,0.005,0.038,0.086,0.005,0.005,0.01,0.019,0.005,0.01,0.005,0.005,0.014,0.01,0.01,0.072,0.115,0.005,0.077,0.005,0.005,0.005,0.005,0.091,0.005,0.005,0.005,0.01,0.005,0.024,0.01,0.062,0.129,0.01,0.01,0.005,0.005,0.005,0.01,0.01,0.005,0.01,0.005,0.029,0.005,0.014,0.005,0.005,0.029,0.005,0.01,0.005,0.062,0.033,0.024,0.014,0.091,0.014,0.005,0.01,0.005,0.139,0.067,0.01,0.005,0.005,0.005,0.081,0.005,0.005,0.005,0.005,0.019,0.062,0.407,0.005,0.005,0.019,0.005,0.005,0.005,0.005,0.038,0.005,0.005,0.019,0.019,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0.01,0.038,0.249,0.005,0.096,0.043,0.01,0.1,0.081,0.005,0.005,0.005,0.024,0.01,0.01,0.005,0.005,0.014,0.005,0.014,0.067,0.1,0.005,0.053,0.005,0.005,0.005,0.005,0.34,0.005,0.019,0.048,0.01,0.014,0.019,0.005,0.115,0.11,0.005,0.033,0.005,0.01,0.01,0.01,0.005,0.053,0.01,0.014,0.067,0.005,0.024,0.005,0.005,0.091,0.005,0.01,0.014,0.091,0.029,0.033,0.024,0.062,0.014,0.019,0.005,0.005,0.148,0.057,0.005,0.005,0.01,0.005,0.081,0.014,0.062,0.01,0.005,0.01,0.048,0.359,0.019,0.005,0.024,0.005,0.005,0.01,0.01,0.033,0.005,0.005,0.014,0.01,0.005,0.01,0.014,0.014,0.01,0.014,0.014,0.01,0.014,0.12,0.01,0.01,0.01,0.014,0.01,0.043,0.01,0.01,0.01,0.005,0.01,0.01,0.014,0.01,0.014,0.01,0.014,0.014,0.014,0.01,0.014,0.01,0.01,0.01,0.019,0.014,0.01,0.01,0.019,0.005,0.01,0.014,0.01,0.014,0.038,0.01,0.01,0.014,0.019,0.01,0.01,0.01,0.01,0.01,0.005,0.019,0.014,0.01,0.01,0.01,0.014,0.01,0.01,0.048,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.014,0.01,0.01,0.014,0.01,0.01,0.01,0.01,0.01,0.014,0.01,0.019,0.01,0.01,0.019,0.01,0.019,0.014,0.01,0.024,0.024,0.01,0.01,0.01,0.019,0.033,0.024,0.014,0.01,0.019,0.019,0.014,0.014,0.01,0.01,0.01,0.019,0.014
0.015,0.029,0.206,0.014,0.072,0.033,0.01,0.134,0.072,0.01,0.005,0.01,0.019,0.014,0.01,0.01,0.01,0.005,0.005,0.01,0.053,0.077,0.01,0.038,0.005,0.014,0.005,0.005,0.268,0.014,0.014,0.033,0.005,0.014,0.01,0.005,0.081,0.081,0.01,0.019,0.005,0.01,0.005,0.005,0.014,0.1,0.01,0.019,0.048,0.014,0.01,0.014,0.014,0.067,0.005,0.01,0.014,0.077,0.014,0.024,0.033,0.043,0.01,0.019,0.01,0.014,0.12,0.043,0.01,0.019,0.014,0.014,0.062,0.019,0.124,0.005,0.01,0.014,0.038,0.306,0.029,0.005,0.033,0.019,0.005,0.01,0.005,0.019,0.014,0.014,0.01,0.01,0.01,0.01,0.024,0.024,0.014,0.048,0.01,0.014,0.01,0.115,0.019,0.01,0.01,0.014,0.019,0.029,0.005,0.01,0.014,0.014,0.01,0.019,0.014,0.01,0.014,0.01,0.024,0.019,0.01,0.01,0.019,0.019,0.024,0.01,0.019,0.014,0.019,0.014,0.019,0.019,0.014,0.014,0.014,0.019,0.086,0.019,0.019,0.01,0.024,0.01,0.01,0.019,0.01,0.014,0.005,0.024,0.019,0.01,0.01,0.014,0.019,0.014,0.019,0.053,0.024,0.01,0.024,0.014,0.01,0.019,0.019,0.024,0.01,0.01,0.014,0.01,0.014,0.014,0.01,0.019,0.019,0.014,0.086,0.014,0.01,0.029,0.014,0.019,0.014,0.01,0.048,0.038,0.014,0.01,0.01,0.024,0.048,0.019,0.019,0.01,0.029,0.038,0.019,0.01,0.019,0.019,0.014,0.019,0.019
0.02,0.024,0.163,0.014,0.057,0.019,0.014,0.148,0.048,0.019,0.005,0.019,0.038,0.029,0.019,0.005,0.014,0.005,0.014,0.014,0.048,0.057,0.01,0.029,0.005,0.014,0.01,0.01,0.206,0.01,0.014,0.019,0.005,0.029,0.005,0.014,0.067,0.062,0.005,0.005,0.014,0.005,0.005,0.01,0.01,0.081,0.024,0.014,0.029,0.014,0.01,0.029,0.005,0.043,0.005,0.038,0.019,0.062,0.014,0.014,0.048,0.038,0.005,0.024,0.029,0.019,0.091,0.024,0.01,0.019,0.014,0.014,0.038,0.019,0.091,0.01,0.014,0.01,0.033,0.244,0.048,0.014,0.043,0.014,0.01,0.014,0.005,0.01,0.01,0.024,0.005,0.01,0.014,0.005,0.033,0.033,0.014,0.048,0.014,0.014,0.024,0.086,0.019,0.01,0.01,0.019,0.019,0.029,0.019,0.014,0.014,0.01,0.01,0.019,0.014,0.01,0.019,0.019,0.019,0.019,0.014,0.019,0.029,0.019,0.043,0.01,0.014,0.019,0.014,0.01,0.029,0.019,0.033,0.014,0.014,0.019,0.077,0.014,0.024,0.014,0.019,0.019,0.014,0.029,0.01,0.014,0.01,0.024,0.019,0.01,0.01,0.01,0.01,0.01,0.019,0.043,0.029,0.01,0.033,0.014,0.01,0.019,0.019,0.029,0.014,0.01,0.01,0.014,0.014,0.014,0.01,0.024,0.024,0.024,0.077,0.01,0.01,0.024,0.029,0.019,0.014,0.014,0.048,0.033,0.01,0.01,0.01,0.014,0.043,0.014,0.019,0.014,0.024,0.033,0.014,0.01,0.024,0.014,0.019,0.019,0.014
0.025,0.033,0.124,0.014,0.053,0.014,0.014,0.139,0.029,0.029,0.005,0.024,0.057,0.029,0.019,0.014,0.01,0.005,0.014,0.029,0.033,0.053,0.005,0.014,0.01,0.01,0.019,0.01,0.153,0.01,0.024,0.014,0.01,0.038,0.005,0.024,0.057,0.043,0.005,0.01,0.019,0.014,0.01,0.01,0.014,0.067,0.043,0.024,0.019,0.014,0.014,0.033,0.005,0.033,0.005,0.053,0.038,0.038,0.005,0.014,0.062,0.029,0.005,0.048,0.029,0.014,0.067,0.01,0.005,0.019,0.01,0.019,0.033,0.029,0.072,0.014,0.024,0.005,0.019,0.196,0.072,0.029,0.038,0.01,0.005,0.01,0.01,0.014,0.01,0.024,0.01,0.005,0.01,0.014,0.053,0.038,0.014,0.048,0.024,0.024,0.033,0.067,0.019,0.014,0.014,0.029,0.029,0.029,0.029,0.024,0.019,0.024,0.014,0.019,0.024,0.014,0.014,0.024,0.024,0.033,0.014,0.029,0.029,0.019,0.033,0.019,0.019,0.024,0.014,0.014,0.033,0.024,0.053,0.019,0.029,0.014,0.072,0.014,0.033,0.019,0.019,0.029,0.019,0.029,0.014,0.014,0.01,0.033,0.019,0.01,0.01,0.019,0.01,0.014,0.029,0.033,0.038,0.014,0.048,0.019,0.014,0.019,0.024,0.029,0.014,0.014,0.01,0.019,0.019,0.019,0.019,0.029,0.024,0.024,0.053,0.014,0.01,0.019,0.038,0.029,0.014,0.014,0.038,0.029,0.019,0.019,0.019,0.01,0.038,0.014,0.019,0.024,0.024,0.024,0.019,0.014,0.024,0.014,0.024,0.019,0.019
0.03,0.029,0.105,0.019,0.033,0.014,0.01,0.115,0.029,0.033,0.005,0.019,0.067,0.033,0.014,0.024,0.01,0.005,0.019,0.024,0.029,0.038,0.01,0.005,0.005,0.019,0.024,0.019,0.129,0.014,0.024,0.005,0.005,0.043,0.014,0.014,0.038,0.029,0.01,0.014,0.014,0.014,0.014,0.029,0.019,0.043,0.043,0.029,0.014,0.029,0.005,0.043,0.01,0.019,0.01,0.043,0.038,0.029,0.01,0.01,0.072,0.01,0.005,0.072,0.038,0.014,0.053,0.014,0.019,0.033,0.029,0.024,0.033,0.038,0.062,0.01,0.033,0.01,0.019,0.163,0.091,0.038,0.033,0.019,0.019,0.029,0.014,0.005,0.019,0.019,0.005,0.01,0.005,0.029,0.072,0.053,0.019,0.048,0.019,0.029,0.033,0.048,0.029,0.019,0.01,0.033,0.038,0.019,0.029,0.038,0.029,0.029,0.024,0.024,0.019,0.014,0.014,0.029,0.033,0.033,0.019,0.033,0.038,0.033,0.029,0.024,0.019,0.024,0.024,0.019,0.033,0.038,0.057,0.019,0.033,0.024,0.057,0.024,0.053,0.014,0.024,0.029,0.029,0.033,0.019,0.024,0.019,0.043,0.024,0.014,0.014,0.024,0.024,0.029,0.048,0.038,0.057,0.01,0.062,0.029,0.019,0.029,0.029,0.033,0.019,0.014,0.014,0.019,0.019,0.029,0.024,0.038,0.024,0.024,0.043,0.019,0.014,0.024,0.043,0.033,0.019,0.014,0.033,0.029,0.024,0.019,0.024,0.014,0.038,0.024,0.019,0.029,0.019,0.029,0.029,0.043,0.033,0.029,0.033,0.014,0.014
0.035,0.033,0.081,0.019,0.019,0.005,0.029,0.081,0.029,0.038,0.005,0.024,0.081,0.048,0.019,0.019,0.019,0.01,0.024,0.019,0.038,0.019,0.014,0.014,0.005,0.033,0.029,0.019,0.134,0.014,0.014,0.005,0.005,0.053,0.033,0.019,0.038,0.029,0.005,0.014,0.024,0.01,0.01,0.038,0.019,0.029,0.062,0.029,0.005,0.043,0.005,0.057,0.005,0.01,0.005,0.024,0.043,0.038,0.01,0.005,0.1,0.01,0.014,0.086,0.053,0.019,0.048,0.005,0.019,0.048,0.029,0.033,0.014,0.053,0.043,0.005,0.024,0.024,0.033,0.129,0.105,0.053,0.033,0.024,0.029,0.038,0.019,0.005,0.014,0.029,0.005,0.014,0.01,0.029,0.1,0.057,0.029,0.053,0.024,0.038,0.033,0.048,0.029,0.019,0.01,0.033,0.048,0.024,0.038,0.053,0.033,0.029,0.024,0.029,0.019,0.01,0.024,0.029,0.033,0.038,0.014,0.043,0.043,0.033,0.024,0.019,0.014,0.029,0.019,0.019,0.038,0.038,0.048,0.019,0.029,0.038,0.048,0.024,0.062,0.014,0.019,0.033,0.024,0.043,0.014,0.029,0.024,0.043,0.029,0.01,0.01,0.019,0.019,0.038,0.048,0.038,0.072,0.014,0.072,0.033,0.024,0.029,0.024,0.033,0.029,0.014,0.01,0.024,0.014,0.024,0.019,0.043,0.038,0.029,0.029,0.019,0.019,0.019,0.043,0.024,0.014,0.024,0.038,0.029,0.019,0.014,0.019,0.014,0.048,0.024,0.014,0.038,0.014,0.029,0.024,0.057,0.033,0.029,0.033,0.01,0.019
0.04,0.053,0.057,0.014,0.029,0.005,0.048,0.067,0.029,0.048,0.019,0.033,0.1,0.057,0.019,0.014,0.01,0.01,0.029,0.033,0.043,0.014,0.014,0.005,0.014,0.024,0.043,0.019,0.129,0.024,0.033,0.01,0.01,0.077,0.048,0.029,0.048,0.029,0.01,0.029,0.033,0.01,0.014,0.033,0.014,0.024,0.077,0.038,0.005,0.043,0.014,0.057,0.005,0.014,0.014,0.019,0.048,0.024,0.019,0.01,0.129,0.005,0.014,0.105,0.067,0.014,0.033,0.005,0.024,0.053,0.029,0.029,0.01,0.081,0.033,0.01,0.043,0.014,0.033,0.1,0.129,0.067,0.024,0.019,0.024,0.043,0.029,0.005,0.014,0.029,0.019,0.014,0.01,0.024,0.12,0.067,0.029,0.062,0.029,0.033,0.048,0.048,0.038,0.019,0.019,0.038,0.057,0.038,0.048,0.072,0.038,0.033,0.024,0.024,0.024,0.01,0.019,0.033,0.033,0.043,0.019,0.057,0.062,0.038,0.029,0.024,0.014,0.038,0.024,0.019,0.043,0.038,0.048,0.019,0.038,0.038,0.048,0.033,0.077,0.024,0.019,0.048,0.029,0.043,0.014,0.029,0.024,0.048,0.024,0.01,0.019,0.024,0.019,0.029,0.048,0.043,0.077,0.019,0.077,0.033,0.024,0.038,0.024,0.029,0.029,0.019,0.01,0.029,0.019,0.024,0.029,0.038,0.048,0.029,0.019,0.019,0.019,0.019,0.053,0.029,0.014,0.024,0.048,0.029,0.024,0.014,0.029,0.01,0.062,0.024,0.014,0.048,0.019,0.024,0.019,0.053,0.033,0.029,0.029,0.005,0.014
0.045,0.062,0.048,0.024,0.019,0.005,0.053,0.062,0.038,0.048,0.033,0.029,0.091,0.062,0.014,0.024,0.01,0.005,0.043,0.038,0.038,0.014,0.01,0.01,0.014,0.029,0.053,0.029,0.129,0.033,0.048,0.005,0.01,0.081,0.067,0.024,0.048,0.014,0.019,0.053,0.029,0.019,0.019,0.033,0.014,0.024,0.086,0.043,0.024,0.067,0.014,0.062,0.014,0.01,0.024,0.019,0.053,0.019,0.029,0.005,0.148,0.005,0.01,0.129,0.072,0.014,0.033,0.01,0.033,0.062,0.038,0.029,0.014,0.12,0.033,0.019,0.057,0.005,0.019,0.081,0.163,0.081,0.01,0.024,0.029,0.048,0.048,0.005,0.024,0.024,0.014,0.019,0.01,0.033,0.139,0.081,0.033,0.072,0.033,0.048,0.048,0.043,0.043,0.024,0.019,0.043,0.067,0.038,0.048,0.086,0.048,0.033,0.038,0.029,0.024,0.019,0.014,0.033,0.043,0.053,0.024,0.067,0.067,0.043,0.019,0.029,0.014,0.043,0.019,0.024,0.048,0.053,0.053,0.019,0.062,0.043,0.048,0.043,0.091,0.019,0.029,0.057,0.033,0.048,0.029,0.038,0.019,0.057,0.029,0.014,0.038,0.029,0.024,0.029,0.067,0.053,0.124,0.01,0.086,0.043,0.033,0.048,0.033,0.033,0.024,0.029,0.019,0.029,0.029,0.029,0.038,0.043,0.053,0.033,0.014,0.024,0.024,0.024,0.057,0.038,0.014,0.019,0.062,0.033,0.029,0.019,0.038,0.014,0.081,0.029,0.014,0.043,0.019,0.029,0.029,0.048,0.038,0.038,0.024,0.005,0.019
